resource, consumer1, toxin, environment
65, 13, 91, 1
121, 0, 111, 1
105, 0, 136, 1
52, 14, 82, -1
111, 0, 117, 1
127, 0, 97, -1
134, 0, 113, 1
92, 0, 121, -1
37, 20, 68, -1
158, 0, 147, -1
132, 0, 129, -1
46, 26, 52, 1
45, 17, 79, -1
158, 0, 131, 1
64, 8, 96, -1
30, 24, 54, -1
114, 0, 121, 1
147, 0, 125, 1
90, 0, 131, 1
113, 0, 115, -1
88, 0, 117, 1
136, 0, 120, 1
45, 16, 61, 1
146, 0, 137, 1
61, 36, 62, -1
121, 0, 125, 1
58, 2, 118, -1
53, 12, 77, -1
114, 0, 130, -1
113, 0, 132, 1
139, 0, 138, -1
132, 0, 145, 1
69, 20, 89, -1
110, 0, 124, -1
62, 28, 84, 1
33, 51, 45, -1
107, 0, 112, 1
68, 28, 68, -1
53, 17, 74, -1
124, 0, 128, -1
65, 26, 69, 1
39, 20, 68, -1
104, 0, 124, -1
69, 0, 117, -1
25, 43, 45, -1
54, 14, 79, -1
118, 0, 139, 1
137, 0, 126, 1
134, 0, 119, -1
103, 0, 126, -1
44, 17, 89, 1
22, 33, 54, -1
45, 23, 95, -1
15, 61, 33, 1
53, 42, 57, 1
89, 0, 119, 1
53, 12, 101, -1
47, 35, 65, -1
131, 0, 137, 1
87, 15, 80, 1
125, 0, 117, 1
118, 0, 109, -1
72, 12, 98, -1
116, 0, 132, 1
31, 21, 87, 1
113, 0, 120, 1
35, 28, 69, -1
63, 8, 113, -1
104, 0, 128, 1
60, 29, 86, -1
197, 0, 141, 1
119, 0, 112, 1
17, 11, 78, -1
114, 0, 125, -1
141, 0, 131, 1
164, 0, 124, -1
62, 24, 80, 1
56, 21, 62, 1
60, 44, 71, -1
89, 0, 118, -1
111, 0, 114, 1
45, 22, 85, 1
118, 0, 112, -1
117, 0, 119, -1
141, 0, 125, -1
104, 0, 141, -1
65, 9, 86, 1
47, 36, 71, -1
59, 13, 114, -1
36, 40, 65, 1
31, 53, 49, 1
83, 6, 119, 1
127, 0, 102, -1
53, 20, 56, -1
139, 0, 118, -1
109, 0, 114, 1
