resource, consumer1, toxin, environment
31, 32, 70, 1
86, 2, 114, 1
121, 0, 120, 1
52, 32, 65, -1
130, 0, 127, 1
55, 26, 66, 1
128, 0, 117, -1
137, 0, 133, -1
58, 23, 74, 1
65, 8, 93, 1
52, 15, 64, 1
113, 0, 118, -1
132, 0, 126, -1
39, 30, 68, 1
58, 27, 83, 1
21, 44, 57, 1
64, 25, 92, -1
34, 38, 60, -1
115, 0, 125, -1
59, 11, 97, -1
128, 0, 129, -1
43, 11, 92, -1
50, 18, 69, -1
48, 17, 56, 1
131, 0, 143, 1
131, 0, 134, 1
129, 0, 129, -1
60, 16, 71, 1
136, 0, 117, -1
67, 26, 120, 1
56, 28, 68, 1
39, 12, 91, -1
18, 47, 42, -1
44, 32, 54, 1
19, 50, 44, -1
69, 15, 88, -1
66, 17, 89, -1
27, 40, 52, 1
67, 26, 87, -1
38, 25, 89, 1
43, 27, 65, -1
39, 23, 68, -1
46, 23, 87, -1
91, 14, 111, -1
116, 0, 122, 1
50, 21, 101, -1
70, 19, 81, -1
59, 16, 67, 1
129, 0, 125, 1
122, 0, 156, 1
51, 21, 88, 1
78, 13, 85, -1
33, 27, 57, -1
77, 8, 84, -1
28, 52, 49, 1
55, 41, 75, 1
104, 0, 120, -1
129, 0, 120, 1
48, 35, 67, -1
114, 0, 125, 1
42, 23, 77, 1
50, 19, 101, 1
45, 33, 64, 1
36, 32, 66, 1
115, 0, 131, -1
54, 19, 100, 1
90, 22, 110, -1
37, 28, 75, 1
94, 3, 127, -1
131, 0, 112, -1
129, 0, 133, -1
38, 19, 78, 1
115, 0, 119, -1
35, 36, 74, -1
101, 0, 121, -1
97, 0, 102, 1
66, 14, 71, -1
118, 0, 121, -1
141, 0, 111, 1
51, 24, 77, -1
49, 29, 69, 1
48, 23, 66, -1
52, 25, 61, -1
57, 31, 72, 1
90, 26, 107, 1
58, 24, 74, 1
34, 36, 49, -1
50, 16, 96, 1
108, 0, 133, -1
36, 35, 60, 1
41, 28, 70, 1
88, 0, 116, 1
64, 16, 87, 1
36, 33, 66, 1
29, 39, 44, -1
34, 38, 54, -1
41, 48, 47, 1
51, 21, 79, -1
38, 26, 81, 1
130, 0, 136, 1
42, 35, 57, -1
38, 23, 74, 1
34, 16, 66, 1
134, 0, 103, 1
81, 11, 102, 1
46, 25, 74, -1
101, 4, 102, -1
122, 0, 130, 1
44, 28, 83, 1
111, 0, 123, -1
29, 34, 54, -1
26, 42, 40, -1
126, 0, 122, 1
116, 0, 109, -1
34, 32, 48, 1
47, 19, 62, -1
60, 5, 95, 1
143, 0, 139, -1
66, 20, 111, 1
47, 34, 47, 1
132, 0, 140, 1
41, 30, 60, 1
41, 38, 74, 1
121, 0, 102, -1
129, 0, 118, -1
118, 0, 133, 1
50, 22, 92, -1
127, 0, 119, -1
115, 0, 122, 1
34, 38, 66, 1
73, 25, 69, -1
19, 33, 62, -1
86, 11, 116, -1
46, 19, 67, 1
52, 16, 69, 1
130, 0, 124, 1
61, 25, 80, 1
34, 43, 61, 1
132, 0, 147, -1
129, 0, 94, 1
46, 17, 106, 1
60, 15, 94, 1
66, 12, 93, 1
108, 0, 129, 1
113, 0, 123, 1
128, 0, 130, -1
118, 0, 141, 1
76, 7, 118, -1
41, 31, 57, 1
65, 20, 86, 1
115, 0, 117, -1
111, 0, 148, 1
33, 51, 49, -1
78, 13, 87, 1
64, 8, 107, -1
135, 0, 151, -1
33, 30, 66, 1
145, 0, 117, -1
62, 9, 107, 1
142, 0, 114, 1
38, 23, 67, 1
100, 6, 106, -1
37, 48, 46, -1
130, 0, 113, -1
67, 15, 94, -1
56, 23, 83, -1
50, 21, 87, 1
38, 30, 81, -1
60, 16, 90, 1
138, 0, 126, -1
46, 18, 80, -1
36, 31, 68, 1
129, 0, 119, -1
40, 25, 60, 1
49, 32, 72, -1
132, 0, 123, -1
142, 0, 113, 1
42, 42, 56, -1
46, 18, 85, -1
41, 19, 64, -1
35, 38, 55, 1
63, 4, 109, 1
25, 39, 52, 1
35, 31, 57, -1
88, 20, 99, 1
146, 0, 121, 1
125, 0, 110, -1
132, 0, 106, 1
86, 8, 101, -1
32, 17, 84, 1
148, 0, 118, -1
48, 28, 73, 1
123, 0, 123, 1
46, 29, 64, -1
113, 0, 128, 1
76, 25, 98, 1
36, 40, 67, -1
133, 0, 124, 1
68, 20, 110, -1
74, 8, 90, -1
67, 20, 87, 1
79, 16, 96, 1
32, 27, 62, -1
32, 37, 64, 1
58, 11, 90, -1
30, 55, 51, -1
111, 0, 135, -1
37, 30, 65, 1
137, 0, 122, 1
92, 8, 111, -1
61, 16, 83, 1
60, 28, 69, -1
48, 17, 62, -1
37, 39, 73, -1
48, 22, 69, -1
41, 42, 78, -1
51, 7, 89, -1
124, 0, 114, -1
104, 0, 131, 1
135, 0, 126, 1
44, 16, 86, 1
62, 12, 92, 1
107, 0, 139, -1
128, 0, 132, -1
38, 49, 41, -1
89, 15, 94, -1
111, 0, 138, 1
43, 62, 59, 1
62, 28, 106, -1
129, 0, 117, -1
113, 0, 113, 1
124, 0, 119, -1
58, 8, 68, 1
45, 20, 70, 1
30, 37, 51, 1
42, 32, 85, -1
136, 0, 141, -1
112, 0, 150, 1
32, 24, 64, 1
71, 3, 103, -1
83, 14, 97, -1
35, 51, 51, 1
107, 0, 98, -1
43, 20, 61, -1
135, 0, 138, -1
56, 24, 75, 1
22, 42, 44, 1
41, 19, 60, -1
55, 11, 94, 1
47, 28, 71, 1
43, 25, 74, -1
65, 19, 101, 1
37, 25, 64, -1
105, 0, 124, 1
41, 18, 86, 1
71, 7, 96, 1
110, 0, 127, -1
40, 13, 81, 1
54, 36, 84, 1
43, 17, 62, -1
35, 26, 70, -1
128, 0, 109, -1
23, 53, 42, 1
69, 6, 97, -1
69, 18, 92, -1
62, 9, 70, -1
118, 0, 128, -1
38, 32, 61, -1
