resource, consumer1, toxin, environment
40, 15, 93, 1
75, 13, 104, 1
36, 31, 67, 1
44, 30, 69, -1
121, 0, 99, -1
37, 27, 64, -1
109, 0, 139, -1
51, 26, 70, 1
56, 16, 92, -1
40, 22, 68, -1
47, 43, 74, -1
141, 0, 116, 1
74, 16, 113, -1
19, 54, 38, 1
60, 7, 93, 1
141, 0, 127, 1
50, 22, 72, 1
57, 29, 72, 1
126, 0, 126, -1
122, 0, 135, -1
132, 0, 129, 1
137, 0, 122, 1
24, 38, 41, 1
65, 9, 116, 1
151, 0, 111, 1
34, 40, 47, 1
51, 40, 62, -1
63, 25, 74, 1
33, 45, 48, 1
30, 35, 67, 1
138, 0, 134, -1
33, 44, 53, -1
50, 40, 77, -1
114, 0, 123, 1
28, 49, 44, 1
43, 21, 75, 1
53, 37, 70, -1
48, 27, 92, -1
114, 0, 122, 1
31, 43, 50, -1
118, 0, 123, 1
39, 38, 51, -1
27, 48, 54, -1
126, 0, 122, -1
115, 0, 135, -1
137, 0, 121, -1
50, 39, 52, 1
31, 30, 78, -1
49, 29, 84, 1
36, 19, 90, -1
140, 0, 138, 1
62, 22, 78, 1
29, 39, 51, -1
42, 40, 76, -1
133, 0, 140, -1
47, 27, 78, -1
54, 15, 55, -1
45, 19, 64, 1
28, 28, 69, 1
35, 22, 58, -1
124, 0, 110, -1
139, 0, 125, 1
28, 45, 72, -1
110, 0, 123, 1
44, 35, 52, 1
54, 34, 70, 1
45, 22, 57, -1
61, 4, 103, -1
64, 15, 87, 1
63, 16, 88, 1
45, 23, 54, 1
60, 21, 94, -1
106, 0, 121, -1
127, 0, 124, 1
70, 16, 90, 1
84, 2, 100, -1
136, 0, 120, 1
114, 0, 134, -1
28, 26, 55, -1
37, 24, 81, 1
35, 29, 72, 1
34, 39, 44, 1
35, 19, 72, 1
65, 13, 103, 1
36, 27, 68, -1
18, 78, 39, -1
59, 19, 75, 1
128, 0, 129, -1
76, 8, 69, -1
114, 0, 137, -1
42, 19, 70, -1
57, 33, 81, 1
33, 30, 71, -1
114, 0, 132, -1
138, 0, 119, -1
35, 47, 65, -1
34, 21, 62, -1
127, 0, 119, -1
81, 10, 101, 1
30, 45, 67, 1
57, 23, 73, -1
29, 22, 62, -1
60, 26, 78, -1
68, 17, 91, -1
41, 28, 70, 1
135, 0, 136, 1
48, 26, 81, 1
52, 16, 70, -1
42, 29, 72, -1
45, 11, 88, 1
28, 28, 62, -1
39, 38, 67, 1
118, 0, 130, -1
33, 45, 62, 1
85, 17, 112, -1
38, 18, 81, -1
41, 29, 54, 1
122, 0, 118, -1
127, 0, 116, -1
71, 17, 96, 1
76, 7, 101, -1
25, 26, 51, -1
89, 14, 109, -1
42, 24, 70, 1
133, 0, 139, 1
65, 10, 80, 1
40, 22, 64, -1
84, 12, 96, 1
84, 3, 104, -1
113, 0, 130, -1
42, 32, 57, -1
51, 26, 74, -1
113, 0, 115, -1
40, 14, 69, -1
31, 28, 61, 1
51, 20, 90, 1
47, 14, 82, -1
23, 51, 47, 1
49, 22, 86, -1
121, 0, 126, 1
61, 12, 67, -1
116, 0, 140, -1
49, 25, 87, -1
39, 43, 66, 1
51, 31, 60, -1
38, 41, 47, 1
70, 10, 94, -1
42, 38, 82, -1
44, 35, 63, 1
43, 19, 60, 1
25, 37, 55, -1
33, 24, 80, 1
116, 0, 122, 1
33, 27, 63, 1
36, 40, 75, -1
53, 7, 80, 1
146, 0, 120, -1
130, 0, 124, 1
69, 11, 94, 1
53, 9, 89, 1
130, 0, 128, 1
120, 0, 126, 1
45, 32, 75, 1
90, 7, 108, -1
48, 41, 62, -1
125, 0, 127, -1
41, 43, 65, -1
