resource, consumer1, toxin, environment
19, 43, 71, 1
23, 61, 73, -1
23, 53, 75, -1
29, 32, 80, 1
18, 47, 88, 1
21, 50, 64, -1
38, 52, 100, -1
25, 50, 91, -1
15, 68, 64, 1
19, 49, 68, 1
14, 48, 86, 1
20, 50, 62, 1
11, 83, 62, -1
19, 56, 70, -1
18, 58, 69, 1
30, 52, 94, 1
15, 47, 73, 1
24, 37, 92, 1
26, 59, 62, -1
31, 42, 85, 1
14, 70, 70, 1
21, 65, 75, -1
20, 60, 88, -1
18, 46, 76, -1
18, 67, 68, 1
14, 77, 69, -1
16, 63, 74, 1
20, 72, 84, 1
20, 48, 86, -1
32, 42, 102, 1
25, 50, 83, 1
32, 52, 84, 1
21, 63, 76, 1
31, 58, 80, 1
32, 45, 96, -1
15, 54, 82, -1
12, 50, 74, -1
23, 49, 84, -1
28, 48, 81, -1
26, 67, 84, 1
22, 49, 61, 1
20, 44, 87, 1
36, 33, 76, -1
16, 71, 67, 1
29, 57, 94, -1
29, 56, 81, -1
43, 37, 97, 1
28, 71, 84, 1
30, 58, 78, 1
18, 61, 85, 1
33, 47, 88, -1
26, 71, 73, 1
15, 74, 76, -1
32, 31, 77, 1
18, 48, 75, 1
28, 52, 71, 1
29, 46, 96, -1
34, 61, 73, -1
22, 46, 72, -1
12, 58, 83, 1
23, 43, 104, 1
26, 54, 71, 1
20, 65, 86, 1
25, 68, 53, 1
27, 57, 81, 1
21, 42, 82, -1
26, 48, 78, 1
25, 62, 62, 1
22, 66, 60, 1
21, 46, 71, 1
28, 45, 71, 1
27, 73, 66, 1
33, 47, 68, -1
16, 44, 62, 1
22, 62, 71, -1
33, 67, 82, -1
22, 37, 58, 1
20, 59, 78, -1
23, 64, 56, -1
16, 63, 85, 1
15, 71, 61, -1
32, 60, 64, -1
21, 73, 74, -1
23, 42, 83, 1
32, 65, 70, 1
22, 53, 88, -1
19, 34, 96, -1
14, 63, 76, -1
23, 66, 77, 1
21, 43, 79, -1
20, 51, 69, -1
29, 26, 90, -1
22, 58, 59, 1
18, 86, 83, 1
32, 24, 114, 1
24, 41, 55, 1
26, 53, 91, -1
27, 55, 84, -1
19, 48, 74, -1
30, 47, 83, 1
33, 47, 74, 1
25, 35, 89, -1
24, 55, 69, 1
27, 32, 72, 1
19, 48, 73, 1
21, 41, 64, -1
19, 47, 67, -1
16, 63, 74, -1
29, 61, 62, -1
36, 35, 92, -1
21, 66, 63, -1
38, 29, 86, 1
28, 55, 86, 1
21, 47, 76, -1
21, 72, 87, 1
30, 59, 69, 1
19, 72, 67, -1
24, 43, 85, -1
20, 77, 84, 1
33, 41, 94, 1
57, 24, 100, -1
21, 41, 85, 1
15, 77, 56, 1
28, 60, 70, 1
35, 38, 100, -1
18, 52, 83, -1
28, 38, 97, -1
33, 31, 77, -1
27, 56, 91, 1
40, 42, 83, -1
36, 56, 71, -1
37, 44, 103, 1
21, 75, 73, -1
26, 68, 80, 1
13, 52, 70, -1
24, 41, 89, 1
25, 62, 76, -1
25, 41, 79, 1
34, 39, 80, 1
15, 56, 71, -1
30, 46, 91, -1
17, 77, 61, 1
27, 53, 72, 1
24, 53, 78, -1
24, 49, 70, 1
25, 56, 88, -1
20, 75, 65, -1
12, 69, 57, -1
27, 65, 66, -1
36, 43, 81, -1
29, 37, 106, -1
12, 65, 74, 1
26, 37, 98, 1
8, 59, 59, -1
26, 53, 86, 1
9, 50, 66, -1
26, 66, 84, -1
31, 47, 87, -1
13, 74, 62, -1
16, 45, 52, -1
11, 62, 65, -1
25, 57, 68, 1
19, 63, 88, -1
17, 50, 74, -1
30, 48, 85, 1
21, 30, 88, 1
24, 51, 92, -1
16, 55, 83, -1
23, 52, 70, -1
22, 68, 55, -1
29, 37, 76, -1
27, 49, 76, -1
27, 43, 76, 1
39, 40, 90, 1
19, 61, 58, 1
21, 52, 71, -1
30, 42, 102, 1
18, 61, 58, 1
25, 63, 90, 1
19, 57, 61, 1
19, 72, 63, 1
12, 82, 58, -1
30, 56, 102, -1
26, 53, 65, 1
37, 33, 91, 1
29, 35, 97, -1
23, 73, 88, -1
30, 65, 71, 1
24, 41, 89, 1
26, 54, 68, 1
41, 21, 100, 1
24, 85, 57, -1
12, 52, 78, 1
14, 78, 57, 1
29, 46, 80, 1
12, 55, 68, 1
22, 55, 83, -1
28, 54, 69, 1
22, 58, 74, -1
22, 68, 71, 1
25, 51, 87, 1
22, 37, 88, 1
16, 82, 65, -1
21, 45, 110, -1
38, 50, 90, -1
28, 60, 92, -1
18, 75, 64, -1
17, 46, 87, 1
