resource, consumer1, toxin, environment
36, 51, 85, 1
32, 78, 75, 1
23, 46, 86, -1
26, 54, 92, -1
15, 63, 85, 1
23, 77, 72, 1
24, 47, 60, 1
25, 60, 69, 1
34, 64, 69, 1
19, 48, 70, -1
21, 51, 66, 1
9, 53, 63, 1
27, 47, 79, -1
26, 53, 92, -1
17, 45, 88, -1
23, 39, 93, -1
20, 55, 63, -1
55, 44, 79, -1
21, 61, 73, -1
20, 47, 72, 1
16, 82, 59, -1
14, 41, 76, -1
25, 72, 73, 1
23, 49, 80, -1
10, 75, 55, -1
20, 50, 75, -1
30, 46, 65, 1
21, 44, 81, -1
14, 40, 69, -1
20, 37, 89, -1
26, 40, 96, 1
22, 51, 69, 1
23, 55, 68, 1
37, 38, 92, -1
28, 44, 90, 1
21, 65, 59, -1
29, 50, 74, 1
22, 26, 104, -1
23, 54, 77, 1
22, 45, 75, -1
29, 33, 58, -1
22, 80, 70, -1
24, 63, 77, 1
27, 43, 92, -1
20, 69, 59, -1
25, 73, 63, -1
16, 76, 60, -1
32, 60, 74, 1
20, 44, 88, -1
23, 53, 83, 1
41, 52, 75, 1
23, 64, 70, 1
21, 56, 78, -1
49, 23, 101, 1
26, 68, 69, 1
23, 61, 70, 1
26, 55, 101, -1
18, 56, 87, -1
16, 72, 75, -1
25, 76, 67, 1
18, 68, 82, 1
16, 66, 75, -1
28, 44, 76, -1
25, 50, 72, -1
21, 53, 89, 1
21, 57, 56, 1
22, 53, 68, -1
18, 57, 68, 1
11, 64, 62, 1
30, 47, 84, 1
20, 68, 64, 1
27, 42, 67, -1
30, 47, 81, 1
25, 49, 107, -1
17, 50, 81, 1
11, 60, 77, -1
21, 55, 76, -1
25, 52, 75, -1
16, 53, 84, -1
32, 65, 82, 1
30, 44, 83, -1
19, 52, 74, 1
16, 62, 101, -1
26, 64, 52, 1
32, 54, 78, -1
18, 61, 70, -1
33, 37, 92, -1
29, 41, 99, 1
28, 47, 93, -1
14, 54, 73, -1
17, 50, 82, 1
33, 44, 75, 1
32, 44, 87, -1
23, 53, 89, 1
18, 66, 76, 1
21, 51, 79, -1
16, 65, 74, 1
27, 55, 73, -1
33, 30, 107, 1
23, 36, 87, 1
37, 59, 88, -1
36, 53, 78, -1
27, 57, 93, 1
21, 80, 64, 1
30, 56, 64, 1
31, 35, 101, -1
34, 50, 97, -1
19, 63, 58, 1
23, 57, 74, -1
24, 69, 67, -1
16, 67, 62, -1
20, 46, 85, 1
34, 49, 92, -1
20, 56, 79, 1
30, 48, 76, 1
32, 62, 76, 1
21, 59, 83, 1
28, 51, 76, -1
16, 46, 76, 1
27, 56, 77, 1
19, 73, 76, 1
28, 57, 62, 1
26, 42, 80, 1
20, 54, 67, 1
39, 40, 87, 1
23, 60, 74, 1
16, 57, 74, 1
18, 77, 73, 1
21, 49, 69, 1
20, 58, 86, 1
37, 31, 95, -1
20, 72, 58, 1
17, 65, 82, -1
19, 70, 71, -1
23, 61, 81, 1
23, 54, 64, -1
27, 73, 70, 1
20, 65, 88, -1
16, 52, 88, 1
31, 56, 66, 1
21, 33, 82, 1
25, 39, 73, 1
13, 61, 74, 1
23, 72, 65, -1
20, 61, 60, -1
20, 54, 99, 1
19, 49, 100, -1
26, 45, 81, -1
15, 49, 78, -1
38, 47, 84, 1
29, 32, 82, -1
21, 64, 89, 1
29, 41, 83, -1
27, 40, 99, 1
21, 59, 69, -1
34, 36, 82, 1
16, 40, 86, 1
29, 49, 83, -1
25, 60, 108, -1
20, 45, 71, -1
35, 33, 80, -1
14, 66, 57, -1
33, 58, 79, 1
18, 42, 77, 1
17, 60, 73, 1
21, 72, 61, -1
16, 68, 66, 1
25, 78, 76, 1
21, 61, 94, 1
33, 51, 76, 1
36, 36, 104, -1
33, 61, 89, -1
13, 55, 77, 1
12, 62, 74, 1
23, 61, 89, -1
25, 27, 72, 1
20, 41, 90, -1
29, 41, 91, 1
29, 51, 96, 1
16, 80, 71, 1
11, 77, 65, 1
22, 40, 94, -1
27, 53, 93, -1
21, 49, 84, 1
21, 90, 55, -1
25, 49, 62, 1
34, 42, 99, -1
16, 52, 74, -1
18, 55, 66, -1
26, 41, 75, 1
19, 51, 71, -1
17, 49, 78, -1
27, 42, 88, -1
30, 61, 65, -1
24, 58, 85, 1
19, 72, 63, 1
31, 39, 80, -1
24, 73, 67, 1
21, 33, 89, 1
15, 47, 57, 1
24, 40, 67, 1
19, 44, 75, -1
23, 52, 84, -1
27, 59, 91, 1
33, 34, 96, -1
24, 67, 74, -1
