resource, consumer1, toxin, environment
15, 68, 60, 1
33, 63, 74, -1
30, 65, 81, 1
11, 55, 60, 1
26, 46, 77, 1
13, 56, 68, -1
32, 48, 87, 1
11, 70, 66, 1
19, 54, 71, 1
23, 53, 83, 1
32, 38, 80, -1
25, 37, 102, -1
24, 53, 75, -1
20, 58, 91, 1
19, 39, 89, -1
39, 58, 94, -1
28, 66, 85, -1
27, 43, 82, -1
26, 60, 71, -1
16, 92, 62, 1
27, 37, 63, 1
16, 88, 51, 1
37, 43, 77, 1
24, 42, 74, -1
30, 57, 71, 1
14, 50, 77, 1
26, 79, 71, -1
20, 66, 86, -1
25, 64, 68, -1
17, 57, 98, -1
30, 56, 74, -1
14, 53, 67, 1
28, 50, 88, -1
21, 66, 65, 1
27, 52, 57, 1
23, 66, 81, -1
18, 63, 70, -1
27, 57, 57, -1
21, 55, 72, 1
16, 79, 76, -1
19, 55, 65, -1
35, 42, 88, 1
21, 59, 93, 1
16, 61, 59, 1
21, 45, 94, 1
18, 48, 84, 1
28, 53, 75, -1
27, 45, 82, -1
19, 59, 76, 1
18, 49, 105, 1
26, 56, 82, -1
20, 75, 79, -1
26, 54, 90, 1
31, 63, 94, -1
23, 41, 68, -1
8, 53, 82, 1
29, 27, 88, -1
23, 52, 69, -1
20, 49, 73, 1
20, 50, 66, -1
47, 35, 82, -1
23, 67, 73, 1
17, 55, 63, -1
32, 39, 89, -1
19, 48, 67, -1
17, 43, 63, 1
24, 65, 72, 1
19, 62, 78, -1
24, 59, 82, -1
26, 68, 61, -1
27, 40, 74, -1
26, 60, 67, 1
23, 73, 70, -1
27, 60, 64, -1
29, 55, 80, 1
24, 49, 76, 1
25, 67, 81, 1
26, 46, 97, -1
21, 36, 85, -1
20, 66, 75, 1
25, 51, 78, 1
18, 67, 64, -1
27, 39, 85, -1
28, 47, 75, 1
29, 63, 89, -1
21, 62, 89, 1
24, 59, 75, 1
35, 39, 77, 1
24, 56, 80, 1
46, 36, 94, 1
25, 45, 86, -1
33, 39, 92, -1
23, 44, 66, -1
30, 58, 79, 1
25, 66, 73, 1
21, 62, 69, 1
26, 54, 83, -1
29, 56, 81, -1
23, 58, 84, -1
22, 63, 92, 1
35, 54, 74, -1
22, 91, 72, 1
21, 55, 82, 1
26, 57, 95, 1
27, 43, 78, -1
40, 34, 93, -1
37, 42, 103, -1
25, 43, 78, -1
27, 41, 73, -1
24, 58, 83, -1
50, 27, 86, 1
14, 44, 97, 1
16, 51, 82, -1
14, 65, 64, 1
22, 56, 94, -1
12, 64, 56, -1
17, 65, 69, -1
28, 46, 79, -1
15, 43, 79, -1
37, 58, 78, 1
22, 46, 91, 1
26, 48, 84, 1
28, 38, 83, -1
18, 50, 73, -1
29, 55, 88, 1
26, 35, 86, -1
21, 64, 80, -1
27, 83, 67, -1
22, 67, 72, 1
36, 29, 103, 1
16, 52, 73, 1
19, 39, 79, 1
18, 56, 83, 1
15, 61, 79, 1
41, 38, 75, -1
20, 61, 89, 1
25, 42, 87, -1
25, 45, 65, 1
18, 68, 62, 1
27, 47, 74, 1
20, 69, 74, 1
17, 79, 58, -1
19, 45, 102, -1
15, 57, 90, 1
21, 62, 66, -1
24, 41, 103, 1
20, 47, 95, 1
18, 42, 76, 1
23, 54, 70, 1
25, 43, 74, -1
31, 41, 80, 1
18, 65, 76, -1
19, 39, 84, 1
39, 46, 89, -1
37, 40, 86, -1
28, 46, 85, 1
16, 63, 60, -1
46, 61, 73, 1
30, 45, 85, -1
26, 33, 97, 1
19, 56, 91, 1
15, 60, 68, -1
