resource, consumer1, toxin, environment
122, 0, 112, 1
119, 0, 120, -1
121, 0, 128, -1
118, 0, 120, 1
114, 0, 148, 1
171, 0, 115, -1
122, 0, 134, 1
106, 0, 133, 1
118, 0, 121, 1
102, 0, 117, 1
131, 0, 122, 1
121, 0, 115, 1
117, 0, 137, 1
126, 0, 100, 1
119, 0, 127, 1
105, 0, 125, 1
141, 0, 109, 1
142, 0, 126, 1
138, 0, 136, -1
123, 0, 122, -1
147, 0, 126, -1
172, 0, 113, 1
123, 0, 126, -1
134, 0, 111, 1
122, 0, 115, 1
139, 0, 126, 1
121, 0, 137, 1
129, 0, 103, 1
110, 0, 146, -1
117, 0, 138, 1
136, 0, 134, 1
120, 0, 105, 1
111, 0, 111, 1
110, 0, 143, 1
131, 0, 140, 1
135, 0, 115, 1
135, 0, 130, -1
122, 0, 123, -1
99, 0, 145, 1
100, 0, 140, -1
105, 0, 123, 1
132, 0, 117, 1
118, 0, 133, -1
148, 0, 129, -1
144, 0, 136, -1
141, 0, 124, -1
128, 0, 98, -1
98, 0, 116, -1
115, 0, 127, 1
137, 0, 128, 1
150, 0, 131, 1
115, 0, 142, 1
84, 0, 153, -1
89, 0, 132, 1
158, 0, 123, 1
133, 0, 118, -1
112, 0, 112, 1
120, 0, 117, -1
141, 0, 112, -1
131, 0, 108, 1
133, 0, 129, -1
109, 0, 116, -1
121, 0, 126, -1
104, 0, 140, 1
112, 0, 136, -1
96, 0, 129, 1
116, 0, 133, 1
103, 0, 122, -1
100, 0, 135, 1
141, 0, 131, -1
143, 0, 131, 1
143, 0, 123, -1
93, 0, 111, -1
109, 0, 127, -1
107, 0, 116, 1
150, 0, 131, -1
115, 0, 141, -1
143, 0, 102, -1
151, 0, 136, -1
120, 0, 132, -1
152, 0, 133, 1
126, 0, 108, 1
128, 0, 120, 1
101, 0, 107, -1
135, 0, 144, -1
118, 0, 132, 1
134, 0, 128, 1
91, 0, 127, 1
87, 0, 117, -1
137, 0, 127, -1
113, 0, 138, -1
128, 0, 116, 1
130, 0, 125, -1
150, 0, 126, 1
132, 0, 131, -1
106, 0, 137, 1
118, 0, 126, 1
74, 0, 133, 1
103, 0, 141, -1
121, 0, 115, -1
117, 0, 126, -1
109, 0, 123, -1
130, 0, 137, 1
127, 0, 121, -1
148, 0, 130, -1
117, 0, 130, -1
98, 0, 137, -1
131, 0, 121, -1
144, 0, 142, -1
135, 0, 134, -1
123, 0, 132, 1
87, 0, 128, -1
170, 0, 143, 1
156, 0, 113, -1
122, 0, 121, 1
137, 0, 123, 1
92, 0, 131, 1
144, 0, 131, 1
102, 0, 150, 1
157, 0, 150, -1
134, 0, 126, 1
127, 0, 113, -1
140, 0, 134, 1
120, 0, 149, -1
113, 0, 110, -1
138, 0, 136, -1
135, 0, 136, 1
129, 0, 130, -1
135, 0, 104, 1
102, 0, 139, -1
133, 0, 123, -1
86, 0, 130, 1
109, 0, 105, 1
106, 0, 125, -1
102, 0, 146, 1
115, 0, 131, -1
137, 0, 129, 1
156, 0, 111, 1
107, 0, 126, -1
110, 0, 115, -1
144, 0, 136, -1
132, 0, 127, 1
121, 0, 137, 1
85, 0, 123, -1
170, 0, 132, 1
131, 0, 142, -1
137, 0, 139, 1
99, 0, 122, -1
107, 0, 136, -1
137, 0, 107, 1
140, 0, 120, 1
136, 0, 128, -1
111, 0, 137, 1
126, 0, 119, 1
135, 0, 123, 1
143, 0, 110, -1
88, 0, 130, -1
129, 0, 127, -1
116, 0, 132, 1
129, 0, 134, 1
113, 0, 115, 1
148, 0, 123, 1
93, 0, 155, 1
152, 0, 117, -1
109, 0, 124, 1
100, 0, 140, 1
119, 0, 124, -1
113, 0, 127, -1
148, 0, 140, 1
146, 0, 144, 1
120, 0, 139, 1
124, 0, 119, -1
87, 0, 140, 1
96, 0, 130, -1
120, 0, 131, -1
109, 0, 127, 1
116, 0, 121, -1
112, 0, 127, 1
107, 0, 121, 1
115, 0, 111, 1
129, 0, 127, 1
128, 0, 124, -1
113, 0, 124, 1
96, 0, 109, -1
123, 0, 125, 1
136, 0, 136, 1
135, 0, 133, -1
111, 0, 144, -1
144, 0, 125, 1
131, 0, 131, -1
126, 0, 128, -1
119, 0, 128, -1
115, 0, 124, -1
133, 0, 150, 1
121, 0, 131, 1
142, 0, 110, -1
146, 0, 142, 1
90, 0, 126, 1
115, 0, 132, -1
124, 0, 109, -1
132, 0, 135, 1
121, 0, 131, -1
127, 0, 136, 1
137, 0, 100, 1
125, 0, 109, 1
143, 0, 112, 1
148, 0, 123, -1
111, 0, 125, -1
97, 0, 128, -1
90, 0, 136, -1
104, 0, 116, -1
157, 0, 131, 1
150, 0, 113, 1
128, 0, 128, -1
121, 0, 135, 1
147, 0, 120, 1
128, 0, 137, -1
117, 0, 122, -1
151, 0, 132, 1
99, 0, 144, 1
119, 0, 126, 1
123, 0, 132, -1
137, 0, 127, 1
83, 0, 135, -1
128, 0, 135, -1
162, 0, 106, -1
74, 0, 124, -1
111, 0, 137, -1
135, 0, 137, -1
139, 0, 103, -1
89, 0, 110, -1
124, 0, 147, 1
140, 0, 121, -1
125, 0, 136, -1
136, 0, 119, -1
134, 0, 126, -1
128, 0, 117, -1
107, 0, 123, 1
119, 0, 108, -1
129, 0, 122, 1
177, 0, 107, 1
121, 0, 121, -1
130, 0, 135, 1
106, 0, 130, -1
123, 0, 137, -1
123, 0, 135, 1
99, 0, 138, -1
157, 0, 122, 1
74, 0, 133, -1
125, 0, 114, -1
154, 0, 117, 1
127, 0, 133, -1
150, 0, 131, 1
153, 0, 119, 1
124, 0, 138, 1
136, 0, 116, 1
140, 0, 125, 1
154, 0, 103, 1
121, 0, 124, -1
137, 0, 136, 1
131, 0, 125, -1
122, 0, 123, -1
142, 0, 132, -1
121, 0, 122, 1
148, 0, 140, 1
136, 0, 114, 1
139, 0, 122, -1
143, 0, 121, -1
136, 0, 110, 1
95, 0, 120, 1
117, 0, 115, 1
124, 0, 118, 1
114, 0, 125, -1
162, 0, 114, 1
112, 0, 140, 1
118, 0, 139, -1
115, 0, 135, -1
160, 0, 140, -1
155, 0, 131, -1
136, 0, 146, 1
142, 0, 135, 1
142, 0, 108, -1
119, 0, 117, -1
118, 0, 130, 1
98, 0, 103, -1
118, 0, 128, -1
148, 0, 117, -1
124, 0, 134, 1
113, 0, 141, 1
109, 0, 125, -1
109, 0, 140, -1
136, 0, 127, -1
165, 0, 118, 1
102, 0, 109, -1
113, 0, 123, -1
127, 0, 116, -1
144, 0, 124, 1
115, 0, 122, 1
129, 0, 127, -1
76, 0, 125, -1
128, 0, 130, 1
139, 0, 141, 1
114, 0, 127, -1
98, 0, 132, -1
132, 0, 115, -1
139, 0, 121, 1
126, 0, 130, 1
132, 0, 116, 1
142, 0, 122, 1
129, 0, 130, -1
103, 0, 127, 1
132, 0, 126, -1
89, 0, 108, 1
116, 0, 132, 1
128, 0, 128, 1
114, 0, 110, -1
136, 0, 108, 1
91, 0, 135, -1
130, 0, 128, 1
160, 0, 109, 1
91, 0, 109, -1
87, 0, 139, -1
123, 0, 141, -1
147, 0, 113, -1
98, 0, 129, 1
153, 0, 115, 1
104, 0, 130, -1
105, 0, 141, 1
123, 0, 126, -1
123, 0, 124, -1
124, 0, 121, 1
131, 0, 145, 1
128, 0, 133, 1
112, 0, 127, -1
111, 0, 113, -1
142, 0, 124, 1
123, 0, 124, 1
142, 0, 120, -1
129, 0, 137, 1
100, 0, 124, 1
128, 0, 122, 1
147, 0, 117, 1
130, 0, 125, -1
141, 0, 127, -1
100, 0, 120, -1
122, 0, 121, -1
98, 0, 120, 1
102, 0, 132, 1
151, 0, 153, -1
123, 0, 128, -1
121, 0, 154, 1
134, 0, 138, 1
96, 0, 131, 1
142, 0, 120, -1
157, 0, 131, 1
133, 0, 114, -1
112, 0, 129, -1
144, 0, 113, 1
136, 0, 131, -1
111, 0, 113, 1
130, 0, 119, -1
142, 0, 117, 1
114, 0, 131, 1
161, 0, 117, -1
132, 0, 112, 1
100, 0, 118, 1
149, 0, 119, 1
104, 0, 136, -1
153, 0, 114, -1
104, 0, 124, -1
125, 0, 121, 1
96, 0, 111, -1
98, 0, 136, -1
116, 0, 137, -1
101, 0, 125, -1
136, 0, 119, 1
102, 0, 134, -1
88, 0, 95, 1
121, 0, 142, 1
96, 0, 107, 1
142, 0, 157, 1
95, 0, 119, -1
122, 0, 128, -1
138, 0, 115, -1
132, 0, 127, 1
118, 0, 130, -1
116, 0, 132, -1
