resource, consumer1, toxin, environment
133, 0, 152, -1
119, 0, 113, -1
108, 0, 129, 1
121, 0, 118, -1
146, 0, 107, -1
123, 0, 135, -1
120, 0, 105, 1
112, 0, 129, -1
118, 0, 138, -1
134, 0, 122, 1
138, 0, 124, -1
103, 0, 137, -1
122, 0, 114, -1
98, 0, 119, 1
126, 0, 122, 1
103, 0, 127, -1
112, 0, 143, -1
122, 0, 105, 1
121, 0, 123, 1
127, 0, 106, -1
107, 0, 115, -1
143, 0, 116, -1
118, 0, 119, 1
116, 0, 126, 1
98, 0, 107, 1
106, 0, 139, -1
105, 0, 110, 1
132, 0, 126, -1
108, 0, 112, 1
128, 0, 134, 1
129, 0, 135, 1
140, 0, 119, -1
132, 0, 124, 1
111, 0, 130, -1
126, 0, 130, -1
133, 0, 118, 1
111, 0, 119, -1
116, 0, 129, -1
136, 0, 131, 1
146, 0, 134, -1
105, 0, 121, -1
131, 0, 135, -1
134, 0, 118, 1
143, 0, 116, 1
119, 0, 127, -1
116, 0, 118, 1
125, 0, 126, 1
142, 0, 116, 1
128, 0, 117, -1
119, 0, 113, 1
116, 0, 123, 1
117, 0, 120, -1
121, 0, 104, 1
124, 0, 140, 1
125, 0, 128, -1
106, 0, 144, 1
131, 0, 122, -1
130, 0, 132, 1
118, 0, 120, 1
137, 0, 136, 1
127, 0, 120, 1
114, 0, 133, -1
107, 0, 135, -1
128, 0, 134, 1
113, 0, 141, 1
139, 0, 131, -1
134, 0, 124, -1
142, 0, 150, -1
118, 0, 133, -1
107, 0, 144, 1
144, 0, 141, 1
118, 0, 136, -1
126, 0, 120, -1
135, 0, 103, -1
126, 0, 107, -1
117, 0, 124, -1
149, 0, 119, 1
127, 0, 123, 1
136, 0, 149, -1
132, 0, 118, -1
101, 0, 136, 1
111, 0, 132, -1
121, 0, 124, 1
129, 0, 139, -1
117, 0, 116, 1
114, 0, 118, 1
105, 0, 139, 1
152, 0, 151, 1
128, 0, 131, -1
132, 0, 155, 1
110, 0, 112, -1
113, 0, 127, 1
130, 0, 111, -1
108, 0, 129, 1
109, 0, 104, -1
135, 0, 147, -1
129, 0, 107, -1
102, 0, 141, -1
125, 0, 125, 1
127, 0, 140, 1
137, 0, 131, 1
134, 0, 129, -1
143, 0, 141, -1
104, 0, 129, -1
127, 0, 141, -1
138, 0, 109, -1
117, 0, 105, -1
128, 0, 108, -1
132, 0, 156, 1
139, 0, 115, 1
122, 0, 121, 1
126, 0, 102, 1
129, 0, 126, -1
119, 0, 132, 1
120, 0, 126, -1
130, 0, 132, -1
138, 0, 108, 1
133, 0, 120, -1
142, 0, 122, 1
133, 0, 129, 1
110, 0, 133, -1
131, 0, 122, 1
128, 0, 132, 1
126, 0, 116, 1
124, 0, 125, -1
124, 0, 121, -1
105, 0, 114, 1
129, 0, 123, 1
144, 0, 115, 1
131, 0, 111, -1
129, 0, 130, 1
129, 0, 121, 1
109, 0, 133, 1
147, 0, 139, 1
139, 0, 125, 1
133, 0, 137, -1
119, 0, 106, -1
117, 0, 122, -1
123, 0, 125, -1
119, 0, 121, 1
127, 0, 121, 1
118, 0, 133, 1
126, 0, 114, 1
113, 0, 138, -1
136, 0, 123, 1
134, 0, 126, -1
143, 0, 122, 1
115, 0, 111, -1
129, 0, 145, -1
109, 0, 139, -1
116, 0, 125, 1
120, 0, 106, -1
146, 0, 131, -1
117, 0, 126, -1
91, 0, 126, -1
137, 0, 154, -1
140, 0, 136, 1
139, 0, 138, 1
111, 0, 128, 1
118, 0, 107, 1
120, 0, 111, -1
132, 0, 145, 1
121, 0, 127, 1
119, 0, 115, 1
124, 0, 142, -1
149, 0, 118, 1
124, 0, 123, 1
125, 0, 123, 1
138, 0, 118, -1
117, 0, 123, 1
91, 0, 124, -1
115, 0, 144, 1
143, 0, 121, 1
126, 0, 105, -1
122, 0, 119, -1
130, 0, 109, -1
109, 0, 126, -1
128, 0, 122, -1
155, 0, 116, 1
119, 0, 104, -1
148, 0, 128, -1
113, 0, 130, -1
113, 0, 115, 1
111, 0, 124, -1
130, 0, 112, -1
120, 0, 122, -1
110, 0, 117, 1
117, 0, 126, 1
124, 0, 146, -1
138, 0, 138, 1
119, 0, 133, 1
125, 0, 137, -1
134, 0, 109, -1
135, 0, 115, 1
140, 0, 130, 1
117, 0, 112, -1
103, 0, 121, 1
110, 0, 139, -1
127, 0, 128, -1
117, 0, 141, 1
121, 0, 127, -1
117, 0, 137, 1
157, 0, 120, -1
134, 0, 119, 1
120, 0, 108, -1
128, 0, 116, -1
150, 0, 110, -1
120, 0, 152, -1
137, 0, 148, 1
133, 0, 136, -1
120, 0, 129, -1
117, 0, 111, -1
123, 0, 139, 1
129, 0, 118, -1
132, 0, 130, -1
159, 0, 129, 1
125, 0, 151, 1
160, 0, 125, -1
138, 0, 140, -1
133, 0, 123, 1
132, 0, 114, -1
122, 0, 129, 1
127, 0, 130, -1
162, 0, 131, 1
118, 0, 130, 1
134, 0, 149, 1
133, 0, 141, -1
125, 0, 105, -1
106, 0, 116, 1
133, 0, 131, 1
120, 0, 129, -1
125, 0, 127, 1
146, 0, 113, -1
135, 0, 115, -1
114, 0, 122, -1
111, 0, 118, -1
125, 0, 128, -1
116, 0, 132, 1
128, 0, 122, 1
102, 0, 141, 1
116, 0, 114, -1
116, 0, 104, -1
122, 0, 110, -1
132, 0, 123, 1
118, 0, 117, 1
116, 0, 115, 1
121, 0, 133, 1
118, 0, 128, 1
130, 0, 129, 1
116, 0, 116, -1
112, 0, 127, -1
127, 0, 132, -1
140, 0, 139, 1
136, 0, 121, -1
119, 0, 125, 1
146, 0, 111, 1
117, 0, 128, -1
112, 0, 131, -1
135, 0, 131, 1
114, 0, 129, -1
125, 0, 131, 1
102, 0, 116, -1
140, 0, 123, -1
141, 0, 133, -1
120, 0, 143, -1
119, 0, 135, -1
113, 0, 126, 1
141, 0, 128, 1
148, 0, 116, 1
125, 0, 119, 1
127, 0, 104, -1
126, 0, 109, -1
103, 0, 132, 1
104, 0, 108, 1
138, 0, 118, 1
134, 0, 118, 1
143, 0, 112, -1
125, 0, 139, -1
169, 0, 143, -1
141, 0, 137, -1
134, 0, 137, 1
112, 0, 125, -1
127, 0, 112, 1
125, 0, 147, 1
137, 0, 112, 1
129, 0, 134, 1
123, 0, 132, 1
135, 0, 120, 1
134, 0, 127, -1
128, 0, 128, -1
100, 0, 127, 1
128, 0, 139, -1
118, 0, 105, -1
118, 0, 136, -1
109, 0, 140, -1
135, 0, 123, -1
106, 0, 139, -1
125, 0, 129, -1
106, 0, 144, 1
114, 0, 142, -1
113, 0, 139, 1
115, 0, 123, -1
152, 0, 107, 1
130, 0, 122, 1
134, 0, 153, 1
111, 0, 121, 1
118, 0, 134, -1
128, 0, 113, 1
145, 0, 134, -1
127, 0, 145, 1
148, 0, 114, 1
122, 0, 128, -1
118, 0, 133, -1
138, 0, 121, 1
117, 0, 141, 1
111, 0, 131, -1
100, 0, 141, -1
134, 0, 117, 1
118, 0, 126, 1
126, 0, 130, 1
121, 0, 135, 1
120, 0, 133, 1
120, 0, 128, -1
141, 0, 135, -1
146, 0, 96, -1
135, 0, 133, -1
144, 0, 156, -1
117, 0, 135, 1
130, 0, 123, -1
122, 0, 110, 1
139, 0, 120, 1
132, 0, 125, 1
122, 0, 135, 1
137, 0, 125, 1
130, 0, 112, -1
132, 0, 125, -1
133, 0, 143, 1
122, 0, 103, 1
104, 0, 153, -1
135, 0, 128, 1
119, 0, 115, -1
123, 0, 127, 1
132, 0, 136, 1
119, 0, 113, 1
127, 0, 103, 1
147, 0, 109, -1
124, 0, 120, -1
114, 0, 131, -1
110, 0, 112, -1
142, 0, 137, -1
119, 0, 143, -1
111, 0, 115, -1
133, 0, 126, 1
132, 0, 119, 1
138, 0, 109, 1
133, 0, 133, -1
108, 0, 124, -1
131, 0, 126, 1
146, 0, 114, -1
113, 0, 129, -1
140, 0, 134, 1
125, 0, 136, -1
119, 0, 143, -1
116, 0, 120, -1
105, 0, 135, -1
127, 0, 120, -1
118, 0, 119, 1
119, 0, 120, -1
116, 0, 117, 1
128, 0, 106, 1
123, 0, 131, 1
120, 0, 110, -1
132, 0, 147, 1
113, 0, 118, 1
120, 0, 118, 1
137, 0, 127, -1
131, 0, 122, 1
126, 0, 120, -1
90, 0, 114, 1
111, 0, 135, -1
132, 0, 113, 1
141, 0, 119, 1
115, 0, 138, 1
145, 0, 113, -1
126, 0, 116, -1
116, 0, 127, -1
122, 0, 131, 1
135, 0, 136, -1
124, 0, 132, 1
128, 0, 115, -1
119, 0, 116, 1
155, 0, 139, 1
115, 0, 124, -1
131, 0, 138, -1
123, 0, 114, -1
145, 0, 116, 1
141, 0, 131, 1
145, 0, 119, -1
121, 0, 119, 1
108, 0, 127, -1
130, 0, 130, 1
131, 0, 119, 1
110, 0, 120, 1
129, 0, 135, 1
126, 0, 103, 1
110, 0, 124, 1
145, 0, 113, -1
113, 0, 116, -1
136, 0, 137, -1
134, 0, 140, -1
141, 0, 125, -1
84, 0, 114, -1
116, 0, 131, 1
153, 0, 114, -1
122, 0, 111, -1
108, 0, 113, 1
116, 0, 126, 1
118, 0, 130, -1
131, 0, 116, 1
119, 0, 131, -1
132, 0, 121, 1
119, 0, 118, -1
141, 0, 124, 1
128, 0, 142, -1
117, 0, 110, 1
111, 0, 123, 1
133, 0, 119, 1
126, 0, 144, 1
118, 0, 142, -1
122, 0, 150, 1
115, 0, 121, 1
115, 0, 141, -1
127, 0, 116, 1
143, 0, 114, 1
122, 0, 120, 1
122, 0, 135, 1
131, 0, 123, 1
133, 0, 125, -1
124, 0, 149, -1
140, 0, 122, 1
115, 0, 136, 1
119, 0, 111, -1
128, 0, 132, 1
108, 0, 121, -1
112, 0, 128, 1
129, 0, 125, -1
119, 0, 142, 1
142, 0, 128, -1
110, 0, 126, -1
118, 0, 135, 1
127, 0, 135, 1
156, 0, 133, 1
110, 0, 109, -1
133, 0, 117, -1
129, 0, 129, 1
137, 0, 136, -1
148, 0, 134, -1
144, 0, 112, -1
103, 0, 117, -1
102, 0, 126, 1
150, 0, 147, -1
136, 0, 130, 1
151, 0, 129, 1
126, 0, 121, -1
160, 0, 126, 1
129, 0, 107, -1
143, 0, 123, 1
122, 0, 123, 1
117, 0, 122, 1
129, 0, 123, -1
133, 0, 128, -1
143, 0, 119, 1
124, 0, 112, -1
125, 0, 126, -1
135, 0, 132, -1
141, 0, 114, 1
116, 0, 137, 1
89, 0, 139, 1
132, 0, 119, -1
126, 0, 132, 1
112, 0, 135, 1
134, 0, 139, 1
115, 0, 133, -1
111, 0, 117, -1
138, 0, 115, -1
118, 0, 129, 1
123, 0, 121, 1
116, 0, 127, 1
122, 0, 116, 1
135, 0, 112, -1
111, 0, 119, 1
106, 0, 130, -1
129, 0, 139, -1
123, 0, 123, -1
138, 0, 126, 1
126, 0, 116, 1
122, 0, 113, -1
106, 0, 125, 1
106, 0, 120, -1
109, 0, 127, -1
116, 0, 137, -1
148, 0, 132, 1
114, 0, 106, -1
122, 0, 138, 1
125, 0, 123, -1
127, 0, 138, -1
125, 0, 146, -1
114, 0, 116, -1
124, 0, 134, 1
118, 0, 109, 1
108, 0, 120, -1
114, 0, 133, -1
133, 0, 134, -1
137, 0, 130, -1
137, 0, 129, -1
120, 0, 105, -1
